D00210.001,D00120.001
4.525963,1.072900
0.072314,1.175981
2.868578,3.641472
5.048857,1.244988
0.096565,2.050843
0.239241,0.553064
0.161680,2.246196
1.990632,0.709170
1.869436,1.009072
6.747722,1.409979
1.762184,2.149346
-0.022671,0.387912
1.225874,1.793163
3.705341,2.466028
0.991938,1.087747
3.966228,0.976202
0.267471,1.117648
0.667071,2.915230
0.201852,0.741211
0.764463,1.679749
4.652450,1.611253
0.398722,1.626031
5.830972,0.630349
0.088724,2.121729
4.451904,0.762157
4.545214,2.263870
5.373840,2.118248
0.371859,1.544469
6.143416,3.036481
5.101180,2.507145
0.016888,1.427546
0.149186,1.437304
2.035724,1.255324
1.124590,1.174594
0.269411,0.768648
2.139735,2.477018
5.335701,1.861879
0.014992,1.463866
0.633310,0.795977
6.791827,2.023671
0.955893,2.661277
0.716120,3.163573
-0.086843,2.325178
3.812497,0.541901
0.140840,0.334433
0.219763,1.490891
3.852906,2.724454
0.284465,0.589402
0.187421,0.781597
0.622356,0.999584
7.311666,1.346305
8.168849,1.387131
0.455537,1.383523
0.209464,1.852686
5.198605,0.612056
0.077874,1.530682
0.674835,1.693481
0.047244,0.759281
1.159645,1.616116
0.831304,0.319532
0.108114,1.638736
4.109485,0.747737
4.159179,1.761982
5.172627,1.818899
0.842378,3.187729
0.389245,1.080763
4.332413,1.000051
2.512774,1.889639
1.491723,2.125074
0.033412,0.666890
3.335815,0.910090
5.106533,1.162587
3.759291,1.132720
0.314412,1.232868
0.281187,2.724739
4.973791,1.362766
1.062142,1.647314
3.276527,0.489484
0.208161,1.054876
0.194415,2.150959
1.844243,2.212066
0.224346,1.881820
1.652315,0.662091
0.174813,0.814745
6.752653,1.082920
3.818162,1.873257
5.288588,0.990822
0.142895,1.635775
5.531906,1.984943
4.450823,0.752101
0.281922,0.799781
3.325495,1.916856
1.095947,0.446877
0.378313,0.690355
5.109692,1.302129
0.107056,1.973661
3.148506,0.598725
0.977844,1.618410
1.506388,0.288196
0.248818,0.931987
4.688126,1.286889
0.253707,0.890753
5.342884,1.836920
1.861786,1.862485
3.637623,1.583052
1.159224,1.454890
4.824033,1.519643
0.349166,3.136660
0.374764,1.933723
0.201442,1.447439
4.362586,1.254902
5.124148,1.757066
4.730394,1.304230
0.290351,1.502413
0.509946,2.195778
0.252383,0.953004
5.026576,0.822960
0.319319,1.983658
0.726893,0.850678
0.452781,1.735511
6.677008,1.482709
0.158551,0.689181
0.327480,0.483385
-0.028093,1.130889
0.554306,0.328912
0.253816,1.513570
1.824541,3.288553
0.024248,0.335122
0.785603,2.693539
0.032645,0.283438
0.397818,1.204959
0.566510,2.116833
0.708289,0.961979
0.409726,1.137363
5.933314,2.352340
0.071258,1.718966
3.638887,2.989707
-0.030619,1.877589
1.693190,1.160290
7.968506,2.398168
0.789488,0.917495
5.276009,1.857867
5.783500,1.035129
0.270653,2.326673
0.026344,1.014381
1.323773,2.574148
0.003947,1.101891
0.768298,0.985467
2.901007,1.298338
0.014370,0.995284
4.972532,1.021210
1.117926,0.730529
0.766935,2.322586
0.925754,2.004793
0.340485,2.279144
0.273415,1.199530
0.291479,1.704030
0.273808,2.184984
3.756762,1.125017
0.631218,1.733330
1.409878,2.557090
0.655287,0.779821
0.326221,1.709762
0.991079,1.516530
0.247193,0.591709
0.122809,1.100541
1.690093,2.459742
0.181019,0.183219
-0.017675,1.686172
0.376603,0.963926
0.874083,1.598917
0.629742,3.238442
1.920594,1.606289
0.829023,2.373354
0.093405,0.610577
3.850882,1.568604
5.433969,3.159608
0.137844,1.033845
0.343543,1.282252
0.352647,2.121948
1.570468,1.919276
3.068465,1.601307
4.904613,0.940371
4.893448,1.687473
0.361641,1.577994
0.087623,1.090670
0.336696,1.457391
0.048796,1.287752
0.600029,3.792570
6.567968,0.667106
0.634961,1.887680
5.192811,0.884855
0.506430,1.063432
0.426248,0.766957
0.129476,2.131310
0.081430,0.968332
-0.051080,1.573060
0.192843,2.424164
1.341270,2.156517
0.054417,2.002840
4.914885,0.143102
0.130937,2.081615
0.243100,1.702279
6.551916,1.616405
1.123068,1.828903
1.895162,0.735298
0.566624,2.520746
1.134567,1.103159
0.305435,1.384297
0.393816,2.320568
0.111177,1.763388
0.112006,0.923862
0.691664,0.876786
5.379264,2.505344
0.076281,1.542424
-0.085753,1.075022
7.077289,1.852102
0.190661,3.370586
0.669216,0.625484
3.073314,1.363133
5.772513,1.873754
0.243613,1.423646
3.611262,1.589213
0.618626,2.215137
1.465175,1.104655
0.747155,0.761431
0.635285,1.911954
1.142281,2.108244
-0.055548,1.488530
-0.021771,1.102181
5.849533,2.348940
0.011774,1.347392
2.894774,0.349637
3.939077,1.842400
0.091749,1.250769
4.189552,2.398985
0.079021,2.159720
0.233470,0.597821
0.024874,0.442912
0.437097,0.525896
4.096006,2.203408
2.659051,2.107878
0.016695,2.018680
0.943943,1.848685
0.391143,2.563142
4.147790,0.390086
3.294581,3.659448
-0.075120,0.192926
0.309275,1.316810
0.871195,2.195953
0.341276,2.379306
3.969922,2.080918
5.268578,0.686930
0.909065,1.408173
0.514465,0.572171
1.703114,0.413219
0.380520,1.211984
1.631283,2.476611
0.008119,0.750087
3.287998,1.577653
4.831118,2.317707
5.377336,1.166989
2.190427,1.081011
0.664557,2.032820
0.285579,2.906880
1.277167,1.280507
0.862199,0.454204
0.494712,1.673783
3.436688,0.874149
0.720154,2.189581
1.163901,1.442539
0.071205,1.384333
1.399456,1.171949
0.778755,1.919723
1.603879,1.626788
0.919474,1.814468
2.590523,2.891647
3.603918,1.089492
1.323403,1.023981
0.064124,1.299824
3.985451,1.541065
0.032654,2.906342
1.043042,1.102761
3.154550,3.358697
3.581672,1.055024
1.594970,1.739113
-0.008113,2.032361
5.147996,1.552967
1.252534,1.423707
0.368931,0.510096
0.323026,0.487338
1.491582,1.261659
0.623728,1.599518
0.544057,1.800030
1.469685,1.747106
1.255117,2.531549
3.134091,1.232781
0.888434,1.138942
1.910153,1.932764
3.827418,1.192601
6.414251,2.324535
2.756915,2.155288
0.353754,0.297075
0.343964,2.382905
0.120679,2.569969
5.933296,1.177901
8.095192,1.814825
2.904516,1.519308
0.862523,1.660102
0.870700,0.780003
6.295218,1.440925
0.143220,2.194895
7.035858,4.645368
0.040014,1.328045
0.079009,0.580199
1.158568,0.838244
0.266229,2.171173
1.070481,2.004068
1.507724,1.663904
0.105521,0.872200
3.151813,0.719525
0.561983,2.286809
0.189931,1.843791
-0.081464,0.992662
2.888811,1.441510
0.282512,2.023272
5.596664,2.359919
4.621627,1.432456
0.315220,2.455019
0.144324,2.078060
1.953392,0.410409
0.082777,1.652414
0.184911,1.255142
0.036288,1.084055
0.926347,3.646751
2.888290,2.268189
0.159423,2.014386
0.836235,2.075719
1.915850,2.980258
0.321723,0.557394
2.895293,2.717122
2.896045,1.921824
0.011070,0.677670
-0.033339,2.906278
0.029023,1.457874
0.537336,1.568089
0.328915,1.519285
5.266582,1.860870
2.981604,0.855635
1.724247,1.086958
3.759118,0.898692
0.432229,0.840190
0.136974,0.514059
0.328492,0.594310
0.282577,0.861314
4.867340,0.885564
0.056502,1.122138
7.343802,1.904611
0.200857,2.125942
5.567972,1.625503
0.216435,0.218396
0.423959,1.917385
0.323810,2.348809
4.942837,0.743979
0.063309,0.610181
-0.005621,2.614155
4.249750,1.474779
0.600281,1.589428
0.387742,1.202433
5.058678,1.596679
5.509682,1.904187
2.025903,2.189489
6.563781,1.443678
0.456859,1.380772
0.097494,1.175726
3.778402,1.203655
0.906367,0.110541
0.246061,1.172133
5.625498,1.662511
6.888878,2.091797
0.062301,0.671401
5.971509,1.217035
1.046595,1.067378
0.028936,3.356029
1.259499,2.047513
0.548126,0.631599
4.811007,1.087007
0.726253,0.776530
0.315293,0.707045
0.581412,1.688125
4.195187,1.912834
0.586088,1.362634
3.815360,2.147049
2.846909,0.733677
0.441641,0.980186
2.987773,1.255166
1.125164,0.850233
0.582465,1.128591
1.325439,1.416576
0.413591,0.992855
0.403967,1.787419
0.008175,-0.065850
0.449701,1.561309
0.036053,1.559186
0.643315,1.087375
0.110012,1.363617
0.423063,1.095569
0.445334,1.658378
3.031527,1.387812
1.580407,1.828545
0.462709,1.977467
0.679467,1.859719
-0.067910,1.190359
1.797508,1.165567
4.346582,1.589803
0.176619,1.130814
1.278775,1.652964
0.361783,1.116032
-0.008639,1.361714
4.210414,1.079588
3.223344,1.374284
0.741964,0.847578
6.885333,1.686474
2.592557,1.634558
0.097058,2.299932
0.943165,3.097498
1.109712,0.804951
4.855414,1.356095
0.480484,1.016590
2.752102,1.388803
-0.040401,1.184292
0.419425,2.287201
4.012242,2.459363
3.222800,1.694359
0.313526,1.684386
0.325137,1.509409
2.252646,2.275511
0.264255,1.024844
0.473598,0.234944
0.167586,1.843680
0.311502,1.830807
1.379745,2.300370
-0.078583,1.739672
3.436145,2.161587
4.713410,1.705068
0.745439,1.317001
0.406009,2.202492
-0.084855,2.149092
3.117198,0.698624
0.585133,1.145039
0.472340,0.045099
2.339282,1.942035
0.100797,0.560057
0.035136,1.174614
0.067918,1.092475
0.476047,2.013467
0.795124,1.484067
0.084700,0.467744
0.883778,1.575550
0.796367,1.251430
0.874778,1.177053
-0.137405,0.808879
0.622170,2.486470
3.403605,1.568396
0.051168,0.800757
0.263236,1.364663
1.089370,2.668380
2.711736,0.676631
5.556385,2.262540
0.005474,1.489501
0.031675,2.508107
0.291953,0.780187
6.244594,1.717688
0.345680,2.140686
0.532816,0.406927
3.301386,1.884522
0.039890,0.715522
0.411266,1.565651
0.538396,1.167580
-0.025646,1.295485
0.406877,2.297771
1.133894,2.184864
2.798170,0.568130
5.053645,1.701952
0.509547,2.167146
0.227713,1.279846
0.211234,2.026784
4.047314,1.419317
6.606206,2.306113
4.277376,2.094836
1.158837,2.594227
5.009223,3.801551
-0.000346,1.587101
1.110966,0.617207
0.441110,1.836880
0.268663,1.245901
0.541893,2.561968
2.224258,0.692576
1.707688,1.295451
-0.122250,0.625083
1.545471,1.051824
0.925429,2.277168
-0.018606,0.975181
0.361949,3.051958
1.789203,1.301588
0.520610,1.647056
3.688213,1.469991
4.601531,0.562788
0.534366,1.615228
-0.093382,1.279340
2.494432,2.127154
0.346251,1.910951
0.690247,1.435737
1.244174,1.685265
0.157726,2.110148
0.167931,0.323632
1.139241,2.344151
-0.053139,1.385279
5.089616,1.935608
-0.075115,1.993381
2.715034,2.187853
5.016684,1.560026
0.399471,0.745549
0.704474,1.533956
0.182623,1.214839
0.563090,1.092898
4.870928,2.242623
3.122530,1.859741
0.798349,2.258317
6.101741,0.521183
0.037539,1.536951
4.839377,2.252824
0.016331,1.440707
1.473121,1.479528
1.245772,1.427615
0.409654,1.330824
0.334519,1.548752
7.052916,3.980891
0.410121,1.368593
7.018069,2.325472
0.281748,1.418771
-0.046150,1.920479
1.076035,2.036326
0.453094,2.247886
1.320233,0.350912
0.743627,1.646173
3.940369,1.687436
0.183567,0.654235
0.352784,0.832321
0.084137,0.699949
0.133125,2.087344
1.539035,1.283981
8.846978,1.546477
3.865434,1.160358
2.137022,1.693900
0.885909,2.646439
0.184160,1.941996
0.530381,1.405841
5.743773,2.126720
6.271099,2.138436
1.072830,1.553680
2.624933,0.610725
0.810156,2.722128
0.577668,1.575064
0.944979,2.268322
0.556184,1.345007
4.236831,-0.037262
0.359288,0.912378
4.803859,1.875729
4.024752,0.448279
5.676987,1.829522
0.215097,2.839847
0.169364,2.112359
0.927136,1.712691
5.374682,1.743546
0.403765,1.714834
0.493615,0.981314
3.406609,1.087507
0.491738,1.377946
-0.083243,0.828651
1.476631,1.557520
3.655105,3.527604
0.844125,2.220062
-0.106943,0.480379
-0.119525,1.020096
2.696969,1.028936
0.222150,0.557450
1.620113,0.581597
3.893537,0.683274
3.372407,3.049334
-0.075334,1.458847
4.177250,2.122079
7.378064,2.190921
0.202884,1.091453
0.782463,1.910852
0.261749,1.741552
0.362477,3.371822
3.484699,2.016716
0.357370,0.650270
2.697456,2.824619
0.799161,0.624706
1.918418,1.082345
0.329471,0.903554
2.406660,1.779592
0.496404,1.374335
1.145237,1.587363
0.109381,0.969865
0.157539,1.122711
4.852843,1.889261
0.680387,1.026469
0.364122,1.696840
0.049762,0.797988
3.330572,3.063952
0.138021,0.469962
1.885615,2.368525
6.857675,0.940012
5.837290,1.718094
6.043798,0.889254
5.966635,1.377706
3.083270,1.479453
0.007245,1.762197
0.517970,2.548798
3.675555,2.349339
3.238769,0.866750
0.628742,1.644503
0.344080,2.071059
0.051412,0.217707
0.030825,0.957370
0.922439,1.974076
1.760567,1.402061
0.459008,1.833744
1.284901,1.856418
0.282468,1.350708
-0.073993,1.476613
0.007440,1.470716
0.000771,0.783433
6.161586,1.846697
0.196627,1.867025
0.076916,1.023230
1.825994,0.941581
0.747133,1.871759
0.096747,2.233659
1.101418,3.651413
1.610682,2.139756
