,0,1
0,0.4294488943767048,0.5705511056232953
1,0.9856199357599252,0.014380064240074753
2,0.10588318254374766,0.8941168174562524
3,0.08681960386979459,0.9131803961302055
4,0.9480024754083368,0.05199752459166308
5,0.26032462453952837,0.7396753754604717
6,0.17570326536827516,0.8242967346317248
7,0.9594492832321542,0.0405507167678458
8,0.2861342118383733,0.7138657881616267
9,0.17848919837038085,0.8215108016296191
10,0.3860342615505026,0.6139657384494973
11,0.4551421865070437,0.5448578134929564
12,0.9120052024084115,0.08799479759158856
13,0.10979458779013249,0.8902054122098676
14,0.31906500215949674,0.6809349978405033
15,0.6861465333249652,0.31385346667503483
16,0.9730325250276627,0.026967474972337247
17,0.27568649184293653,0.7243135081570635
18,0.38699270348929515,0.6130072965107048
19,0.4531599977842435,0.5468400022157566
20,0.30505767487673596,0.694942325123264
21,0.16839264153530648,0.8316073584646936
22,0.9941172978505267,0.005882702149473238
23,0.062059902329328676,0.9379400976706713
24,0.025433835961769947,0.9745661640382302
25,0.31295981247249477,0.6870401875275052
26,0.9971589401316273,0.0028410598683726762
27,0.3737079934957562,0.6262920065042439
28,0.8285368586465522,0.17146314135344776
29,0.2312182587832588,0.7687817412167411
30,0.8905349471391775,0.10946505286082249
31,0.3315557559737372,0.6684442440262627
32,0.15607565425096734,0.8439243457490326
33,0.19020880316222794,0.8097911968377719
34,0.5958620739678627,0.40413792603213733
35,0.21811333284400664,0.7818866671559934
36,0.42146117400339517,0.5785388259966049
37,0.5513611950227278,0.4486388049772722
38,0.4634189793080746,0.5365810206919255
39,0.2605158778660518,0.7394841221339481
40,0.7146900869027208,0.28530991309727916
41,0.49941575026590995,0.50058424973409
42,0.5793159660658599,0.4206840339341401
43,0.9861142762126821,0.01388572378731792
44,0.2841244484950914,0.7158755515049084
45,0.5562696251734188,0.44373037482658123
46,0.12316963452955611,0.8768303654704439
47,0.8476388537260716,0.15236114627392847
48,0.20709430886157495,0.792905691138425
49,0.6914540669864293,0.3085459330135707
50,0.9880891832231745,0.011910816776825473
51,0.39957602096877254,0.6004239790312274
52,0.2900665199007155,0.7099334800992845
53,0.18555765460657425,0.8144423453934257
54,0.5581906212673222,0.4418093787326777
55,0.2823296461912649,0.7176703538087352
56,0.9976776694065149,0.002322330593485229
57,0.955210200596983,0.04478979940301687
58,0.30420018687517414,0.695799813124826
59,0.8506666143227959,0.14933338567720406
60,0.7031647612625831,0.2968352387374169
61,0.9922341638578003,0.007765836142199743
62,0.9635264289452445,0.03647357105475549
63,0.8560087420854702,0.1439912579145299
64,0.9942250443093881,0.005774955690611789
65,0.5661570718699898,0.4338429281300103
66,0.9855404204303736,0.014459579569626431
67,0.3846150601765568,0.6153849398234432
68,0.3937460021030328,0.6062539978969672
69,0.8008553661240411,0.19914463387595885
70,0.28437693270671327,0.7156230672932867
71,0.9158759935657801,0.08412400643421976
72,0.3514241638228265,0.6485758361771735
73,0.9419428645627073,0.05805713543729283
74,0.1130187609533593,0.8869812390466406
75,0.518895497024629,0.481104502975371
76,0.9875400801168887,0.012459919883111245
77,0.1240516626997824,0.8759483373002177
78,0.32724215910081805,0.6727578408991819
79,0.28906303305504816,0.7109369669449519
80,0.11069446715764188,0.8893055328423581
81,0.4009210181290168,0.5990789818709832
82,0.413975209910498,0.5860247900895019
83,0.6650081292712736,0.3349918707287263
84,0.8013338700553064,0.1986661299446936
85,0.24199791974750265,0.7580020802524973
86,0.8175003387070365,0.18249966129296347
87,0.18914995844935922,0.8108500415506407
88,0.6486097962832233,0.3513902037167766
89,0.15698665321453478,0.8430133467854651
90,0.8141562448568196,0.18584375514318036
91,0.3303211292213787,0.6696788707786213
92,0.12859487906234365,0.8714051209376563
93,0.4805837684745115,0.5194162315254884
94,0.08368534062557305,0.9163146593744269
95,0.9871715186806024,0.012828481319397674
96,0.31015922830422266,0.6898407716957773
97,0.38827238343052606,0.6117276165694739
98,0.22105033381654,0.77894966618346
99,0.18755714608386395,0.8124428539161359
100,0.11101243753873927,0.8889875624612608
101,0.39989227078364564,0.6001077292163544
102,0.09058565073467714,0.9094143492653228
103,0.880033242631377,0.11996675736862296
104,0.8165813058041842,0.18341869419581572
105,0.847130740905731,0.15286925909426907
106,0.24439444305495123,0.7556055569450488
107,0.3191566939454295,0.6808433060545704
108,0.9627501496224823,0.037249850377517775
109,0.2558121696960648,0.7441878303039352
110,0.2624688337948433,0.7375311662051567
111,0.5971090908408985,0.4028909091591016
112,0.32246775477634265,0.6775322452236574
113,0.4804564620028188,0.5195435379971812
114,0.2794897544860698,0.7205102455139302
115,0.30886711023348146,0.6911328897665187
116,0.19125933829028366,0.8087406617097165
117,0.34201489624789355,0.6579851037521065
118,0.9709223878834414,0.029077612116558627
119,0.978330567720975,0.021669432279024996
120,0.9924354566690577,0.007564543330942166
121,0.8037774573952577,0.19622254260474226
122,0.8763514563003506,0.12364854369964931
123,0.303888074982209,0.6961119250177911
124,0.36424674855717004,0.6357532514428299
125,0.9229278452828544,0.07707215471714554
126,0.22856989882326806,0.7714301011767319
127,0.6140065036817115,0.38599349631828855
128,0.7317928789684768,0.26820712103152317
129,0.2532636758592921,0.7467363241407079
130,0.9088053747180448,0.09119462528195517
131,0.523073849604312,0.4769261503956879
132,0.24109528509792358,0.7589047149020763
133,0.9829961932149539,0.017003806785046115
134,0.356015818284682,0.6439841817153179
135,0.4025601698645198,0.5974398301354801
136,0.7953169452282094,0.20468305477179075
137,0.5265662082923754,0.47343379170762456
138,0.35721441604565807,0.6427855839543419
139,0.33596385577278065,0.6640361442272195
140,0.2570525073610347,0.7429474926389653
141,0.19691569547463136,0.8030843045253686
142,0.4161913851251163,0.5838086148748838
143,0.324103291583065,0.6758967084169349
144,0.9922282746199997,0.007771725380000138
145,0.062315403439884474,0.9376845965601156
146,0.2647425238501188,0.7352574761498812
147,0.6347979506454455,0.3652020493545544
148,0.17872877220354916,0.8212712277964508
149,0.3504262745629334,0.6495737254370666
150,0.2792187838911276,0.7207812161088725
151,0.42643581136232706,0.573564188637673
152,0.11668364763589598,0.8833163523641039
153,0.07937845869041242,0.9206215413095875
154,0.3253461614274954,0.6746538385725045
155,0.23551388349263677,0.7644861165073632
156,0.2725916745667651,0.7274083254332347
157,0.3837243242076363,0.6162756757923638
158,0.9579081193043584,0.04209188069564157
159,0.9349736636972533,0.06502633630274664
160,0.7292561754517048,0.27074382454829515
161,0.14959831580635288,0.850401684193647
162,0.11627262156443041,0.8837273784355697
163,0.6729423038458946,0.32705769615410546
164,0.4787066367816025,0.5212933632183975
165,0.11950847640141021,0.8804915235985897
166,0.9091870539629221,0.09081294603707793
167,0.2541397381812034,0.7458602618187966
168,0.8005595140524446,0.19944048594755534
169,0.21407162618403267,0.7859283738159675
170,0.9460713952828722,0.05392860471712779
171,0.21364392233616733,0.7863560776638328
172,0.19688359504917294,0.8031164049508271
173,0.5794458574565948,0.42055414254340506
174,0.1801989751980512,0.8198010248019487
175,0.21851914858036975,0.7814808514196303
176,0.31432635178462104,0.6856736482153789
177,0.9882421307557836,0.011757869244216382
178,0.9764222579346618,0.02357774206533829
179,0.27756766907481073,0.7224323309251893
180,0.5014697457668112,0.4985302542331888
181,0.9155977445398042,0.08440225546019571
182,0.4034799638271246,0.5965200361728754
183,0.9609401483875569,0.039059851612443144
184,0.46876024557300694,0.531239754426993
185,0.6536744011007443,0.3463255988992557
186,0.47730934613105996,0.52269065386894
187,0.3565226628663621,0.6434773371336379
188,0.3833535912871169,0.616646408712883
189,0.2232041068287756,0.7767958931712244
190,0.3599111037890314,0.6400888962109685
191,0.3978587522861213,0.6021412477138787
192,0.043592248190310046,0.95640775180969
